unigcn2	citeseer_cite	COMPLETE	2026-09-12T22:08:32+09:00
unigcn2	cora_coauth	COMPLETE	2026-09-12T22:09:01+09:00
unigcn2	imdb	COMPLETE	2026-09-12T22:09:43+09:00
unigcn2	house	COMPLETE	2026-09-12T22:10:33+09:00
unigcn2	pubmed_cite	COMPLETE	2026-09-12T22:12:03+09:00
unigcn2	aminer	COMPLETE	2026-09-12T22:13:44+09:00
hgnn	citeseer_cite	COMPLETE	2026-09-12T22:14:13+09:00
hgnn	cora_coauth	COMPLETE	2026-09-12T22:14:42+09:00
hgnn	imdb	COMPLETE	2026-09-12T22:15:22+09:00
hgnn	house	COMPLETE	2026-09-12T22:16:03+09:00
hgnn	pubmed_cite	COMPLETE	2026-09-12T22:17:27+09:00
hgnn	aminer	COMPLETE	2026-09-12T22:18:49+09:00
hnhn	citeseer_cite	COMPLETE	2026-09-12T22:19:17+09:00
hnhn	cora_coauth	COMPLETE	2026-09-12T22:19:48+09:00
hnhn	imdb	COMPLETE	2026-09-12T22:20:31+09:00
hnhn	house	COMPLETE	2026-09-12T22:21:10+09:00
hnhn	pubmed_cite	COMPLETE	2026-09-12T22:22:30+09:00
hnhn	aminer	COMPLETE	2026-09-12T22:24:14+09:00
edhnn	citeseer_cite	COMPLETE	2026-09-12T22:24:50+09:00
edhnn	cora_coauth	COMPLETE	2026-09-12T22:25:28+09:00
edhnn	imdb	COMPLETE	2026-09-12T22:26:17+09:00
edhnn	house	COMPLETE	2026-09-12T22:27:05+09:00
edhnn	pubmed_cite	COMPLETE	2026-09-12T22:28:36+09:00
edhnn	aminer	COMPLETE	2026-09-12T22:30:20+09:00
allset	citeseer_cite	COMPLETE	2026-09-12T22:31:12+09:00
allset	cora_coauth	COMPLETE	2026-09-12T22:32:05+09:00
allset	imdb	COMPLETE	2026-09-12T22:33:13+09:00
allset	house	COMPLETE	2026-09-12T22:34:16+09:00
allset	pubmed_cite	COMPLETE	2026-09-12T22:36:03+09:00
allset	aminer	COMPLETE	2026-09-12T22:37:54+09:00
hypergcn	citeseer_cite	COMPLETE	2026-09-12T22:43:50+09:00
hypergcn	cora_coauth	COMPLETE	2026-09-12T22:53:12+09:00
hypergcn	imdb	COMPLETE	2026-09-12T23:15:52+09:00
hypergcn	house	COMPLETE	2026-09-12T23:56:10+09:00
hypergcn	pubmed_cite	COMPLETE	2026-09-13T01:43:44+09:00
hypergcn	aminer	COMPLETE	2026-09-13T04:31:14+09:00
maskgae	citeseer_cite	FAILED	2026-09-13T04:32:04+09:00
maskgae	cora_coauth	FAILED	2026-09-13T04:33:05+09:00
maskgae	imdb	FAILED	2026-09-13T04:34:09+09:00
maskgae	house	FAILED	2026-09-13T04:35:16+09:00
maskgae	pubmed_cite	FAILED	2026-09-13T04:37:11+09:00
maskgae	aminer	FAILED	2026-09-13T04:40:18+09:00
maskgae	citeseer_cite	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
maskgae	cora_coauth	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
maskgae	imdb	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
maskgae	house	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
maskgae	pubmed_cite	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
maskgae	aminer	COMPLETE_RESULT_PRESERVED	2026-09-13T08:49:00+09:00
